asset_id,split,kind,severity,is_failure,cue_component,cue_silhouette,cue_topology,cue_material,cue_motif,cue_metadata,geometry_only,visual_only,metadata_only,equal_weight,single_threshold,criterion_max_diagnostic
ZG004,calibration,lighting,0.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZG004,calibration,compression,0.8,0,0.0,1.4903228108547164e-05,0.0,0.0,0.0,0.0,1.4903228108547164e-05,1.4903228108547164e-05,0.0,2.4838713514245274e-06,0.0,1.4903228108547164e-05
ZG004,calibration,camera_view,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZG004,calibration,background,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZG004,calibration,lighting,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZG004,calibration,compression,1.0,0,0.0,1.4903228108547164e-05,0.0,0.0,0.0,0.0,1.4903228108547164e-05,1.4903228108547164e-05,0.0,2.4838713514245274e-06,0.0,1.4903228108547164e-05
ZG004,calibration,component,0.15,1,0.09341368919500646,0.0,0.18306393901656254,0.0,0.0,0.0,0.18306393901656254,0.0,0.0,0.04607960470192817,0.0,0.18306393901656254
ZG004,calibration,component,0.3,1,0.18026259147653895,0.0,0.35542319104827347,0.0,0.0,0.0,0.35542319104827347,0.0,0.0,0.08928096375413541,1.0,0.35542319104827347
ZG004,calibration,component,0.5,1,0.29455445544554454,0.0,0.5826343983434745,0.0,0.0,0.0,0.5826343983434745,0.0,0.0,0.14619814229816985,1.0,0.5826343983434745
ZG004,calibration,component,0.75,1,0.43026259147653895,0.0,0.8546737263801791,0.0,0.0,0.0,0.8546737263801791,0.0,0.0,0.2141560529761197,1.0,0.8546737263801791
ZG004,calibration,silhouette,0.15,1,0.0,0.12000000000000008,0.0,0.0,0.0,0.0,0.12000000000000008,0.12000000000000008,0.0,0.020000000000000014,0.0,0.12000000000000008
