scenario_id,regime,winner_method,winner_score,winner_margin,profiles_aggregated,weight_severity,noise_scale,hard_threshold
s000729,heritage_strict,expert_reference_upper_bound,85.0166,23.1715,8,0.1787,1.1086,2
s000730,visual_lenient,expert_reference_upper_bound,82.0138,14.6635,8,0.1058,1.1583,1
s000731,balanced,expert_reference_upper_bound,78.9968,19.3567,8,0.4031,1.2647,3
s000732,construction_strict,expert_reference_upper_bound,86.5687,21.4867,8,0.2008,1.4543,2
s000733,motif_strict,expert_reference_upper_bound,86.0862,22.8186,8,0.4878,1.4112,2
s000734,heritage_strict,expert_reference_upper_bound,82.9167,19.2104,8,0.1697,0.8023,2
s000735,visual_lenient,expert_reference_upper_bound,83.9857,19.9322,8,0.2407,0.8055,1
s000736,balanced,expert_reference_upper_bound,82.4941,17.2362,8,0.4108,0.9839,2
s000737,construction_strict,expert_reference_upper_bound,84.0688,21.2619,8,0.5412,1.1765,2
s000738,motif_strict,expert_reference_upper_bound,79.1781,14.5726,8,0.3662,1.7046,1
s000739,heritage_strict,expert_reference_upper_bound,82.8165,23.4557,8,0.3125,1.6625,2
s000740,visual_lenient,expert_reference_upper_bound,84.2096,19.484,8,0.2243,0.9127,3
s000741,balanced,expert_reference_upper_bound,85.0651,19.5574,8,0.3687,1.6577,3
s000742,construction_strict,expert_reference_upper_bound,84.8279,22.6617,8,0.5256,1.6974,2
s000743,motif_strict,expert_reference_upper_bound,84.8557,22.6682,8,0.4545,1.7092,1
s000744,heritage_strict,expert_reference_upper_bound,83.2461,21.8428,8,0.4209,1.3304,3
s000745,visual_lenient,expert_reference_upper_bound,86.5534,24.3027,8,0.1699,1.5058,2
s000746,balanced,expert_reference_upper_bound,84.141,22.4326,8,0.3904,1.306,1
s000747,construction_strict,expert_reference_upper_bound,82.5292,15.0111,8,0.3603,0.9231,1
s000748,motif_strict,expert_reference_upper_bound,79.7806,19.1836,8,0.2133,1.3046,3
s000749,heritage_strict,expert_reference_upper_bound,82.7816,21.409,8,0.2577,0.8751,3
s000750,visual_lenient,expert_reference_upper_bound,82.0131,13.7211,8,0.339,1.7428,1
s000751,balanced,expert_reference_upper_bound,83.3062,19.481,8,0.3629,1.3043,3
s000752,construction_strict,expert_reference_upper_bound,85.2055,20.2907,8,0.3036,0.9443,2
s000753,motif_strict,expert_reference_upper_bound,84.2257,20.1011,8,0.2182,1.4117,3
s000754,heritage_strict,expert_reference_upper_bound,86.0712,29.923,8,0.1783,1.61,2
s000755,visual_lenient,expert_reference_upper_bound,86.1527,23.907,8,0.1497,1.4255,2
s000756,balanced,expert_reference_upper_bound,85.5891,22.0202,8,0.2687,0.9561,1
s000757,construction_strict,expert_reference_upper_bound,85.0461,21.1059,8,0.4363,1.1411,3
s000758,motif_strict,expert_reference_upper_bound,82.0129,20.2305,8,0.2885,0.7929,2
s000759,heritage_strict,expert_reference_upper_bound,84.7663,24.479,8,0.117,1.0039,3
s000760,visual_lenient,expert_reference_upper_bound,81.8342,14.9543,8,0.3011,1.0754,2
s000761,balanced,expert_reference_upper_bound,85.6435,23.6647,8,0.3697,1.39,3
s000762,construction_strict,expert_reference_upper_bound,82.7784,19.923,8,0.2371,1.1102,3
s000763,motif_strict,expert_reference_upper_bound,84.7812,16.2097,8,0.1697,1.2574,3
s000764,heritage_strict,expert_reference_upper_bound,83.0434,21.0762,8,0.2957,1.2837,1
s000765,visual_lenient,expert_reference_upper_bound,77.5398,13.4396,8,0.4062,1.2621,3
s000766,balanced,expert_reference_upper_bound,85.2423,24.1645,8,0.2504,0.8095,2
s000767,construction_strict,expert_reference_upper_bound,84.509,18.5965,8,0.484,0.9473,1
s000768,motif_strict,expert_reference_upper_bound,86.12,22.4039,8,0.1464,1.1562,1
s000769,heritage_strict,expert_reference_upper_bound,85.9555,21.5981,8,0.3642,1.2747,2
s000770,visual_lenient,expert_reference_upper_bound,86.0467,19.9364,8,0.1788,1.5359,1
s000771,balanced,expert_reference_upper_bound,84.5432,20.2588,8,0.2776,1.1745,1
s000772,construction_strict,expert_reference_upper_bound,80.8831,16.5902,8,0.3619,1.5375,1
s000773,motif_strict,expert_reference_upper_bound,86.906,26.6849,8,0.1087,1.2966,1
s000774,heritage_strict,expert_reference_upper_bound,87.2724,25.0922,8,0.5344,1.3565,3
s000775,visual_lenient,expert_reference_upper_bound,82.9573,22.3387,8,0.5303,0.7038,2
s000776,balanced,expert_reference_upper_bound,80.3385,18.3383,8,0.4577,0.8932,2
s000777,construction_strict,expert_reference_upper_bound,82.618,19.7927,8,0.4689,0.8524,3
s000778,motif_strict,expert_reference_upper_bound,81.4348,18.3532,8,0.4347,0.7538,3
s000779,heritage_strict,expert_reference_upper_bound,83.3696,22.5842,8,0.2725,0.9861,3
s000780,visual_lenient,expert_reference_upper_bound,84.0474,19.483,8,0.2653,1.0091,1
s000781,balanced,expert_reference_upper_bound,85.7639,25.3744,8,0.3626,0.7747,2
s000782,construction_strict,expert_reference_upper_bound,79.0162,15.7996,8,0.5311,1.6153,2
s000783,motif_strict,expert_reference_upper_bound,78.9781,14.3658,8,0.4747,1.6992,2
s000784,heritage_strict,expert_reference_upper_bound,86.3456,25.8355,8,0.2868,0.9572,3
s000785,visual_lenient,expert_reference_upper_bound,86.0932,21.4074,8,0.3895,0.7124,3
s000786,balanced,expert_reference_upper_bound,81.4214,20.3618,8,0.3705,1.2845,3
s000787,construction_strict,expert_reference_upper_bound,85.7649,28.1575,8,0.4113,0.5799,3
s000788,motif_strict,expert_reference_upper_bound,83.1525,18.1408,8,0.2058,1.199,2
s000789,heritage_strict,expert_reference_upper_bound,84.2607,26.0739,8,0.5443,1.2983,3
s000790,visual_lenient,expert_reference_upper_bound,84.0963,19.9653,8,0.3999,1.3893,2
s000791,balanced,expert_reference_upper_bound,82.0972,19.0746,8,0.2533,0.8911,3
s000792,construction_strict,expert_reference_upper_bound,82.4697,21.5346,8,0.1071,1.1105,3
s000793,motif_strict,expert_reference_upper_bound,81.3519,20.7308,8,0.2211,0.757,1
s000794,heritage_strict,expert_reference_upper_bound,86.7555,19.9381,8,0.1004,1.026,2
s000795,visual_lenient,expert_reference_upper_bound,82.6039,19.722,8,0.1438,1.1224,3
s000796,balanced,expert_reference_upper_bound,83.7165,20.0803,8,0.1088,1.4248,3
s000797,construction_strict,expert_reference_upper_bound,82.5125,24.2338,8,0.3786,1.2181,1
s000798,motif_strict,expert_reference_upper_bound,83.6791,21.1862,8,0.359,0.5537,1
s000799,heritage_strict,expert_reference_upper_bound,83.3105,20.4773,8,0.1557,1.301,2
s000800,visual_lenient,expert_reference_upper_bound,83.039,18.1814,8,0.2709,1.1888,1
s000801,balanced,expert_reference_upper_bound,84.3889,18.7895,8,0.3809,0.9885,3
s000802,construction_strict,expert_reference_upper_bound,79.5936,17.9772,8,0.3033,1.5745,2
s000803,motif_strict,expert_reference_upper_bound,84.3295,21.2015,8,0.281,1.1347,3
s000804,heritage_strict,expert_reference_upper_bound,86.0245,23.4568,8,0.3359,1.6424,3
s000805,visual_lenient,expert_reference_upper_bound,83.8309,20.8455,8,0.2494,1.4768,3
s000806,balanced,expert_reference_upper_bound,88.4037,26.5019,8,0.324,1.2031,3
s000807,construction_strict,expert_reference_upper_bound,85.6927,23.132,8,0.3212,1.0486,3
s000808,motif_strict,expert_reference_upper_bound,78.5633,13.1538,8,0.495,1.4524,3
s000809,heritage_strict,expert_reference_upper_bound,89.8256,30.7829,8,0.2342,1.1262,2
s000810,visual_lenient,expert_reference_upper_bound,84.5709,22.2626,8,0.5088,1.007,3
s000811,balanced,expert_reference_upper_bound,82.0248,18.7374,8,0.2785,0.7464,2
s000812,construction_strict,expert_reference_upper_bound,83.9927,21.2984,8,0.3801,0.6691,3
s000813,motif_strict,expert_reference_upper_bound,80.2678,16.5335,8,0.4407,1.3166,1
s000814,heritage_strict,expert_reference_upper_bound,81.8444,17.1715,8,0.2071,0.6441,1
s000815,visual_lenient,expert_reference_upper_bound,81.5239,16.5136,8,0.3474,0.8134,3
s000816,balanced,expert_reference_upper_bound,80.9995,16.2692,8,0.2685,0.9512,3
s000817,construction_strict,expert_reference_upper_bound,83.149,19.5671,8,0.3931,1.455,2
s000818,motif_strict,expert_reference_upper_bound,84.9383,20.5952,8,0.3216,0.7449,2
s000819,heritage_strict,expert_reference_upper_bound,81.9867,23.3065,8,0.3435,1.5777,1
s000820,visual_lenient,expert_reference_upper_bound,84.5768,19.5902,8,0.2731,1.1099,2
s000821,balanced,expert_reference_upper_bound,86.5414,25.3838,8,0.2455,1.6535,3
s000822,construction_strict,expert_reference_upper_bound,84.2603,21.8208,8,0.3818,1.6279,2
s000823,motif_strict,expert_reference_upper_bound,84.4612,21.5564,8,0.3667,0.7977,1
s000824,heritage_strict,expert_reference_upper_bound,85.5465,24.0547,8,0.4464,0.8213,3
s000825,visual_lenient,expert_reference_upper_bound,83.6149,19.2157,8,0.2168,1.38,3
s000826,balanced,expert_reference_upper_bound,88.7353,25.3693,8,0.2014,1.1494,2
s000827,construction_strict,expert_reference_upper_bound,86.5677,20.6485,8,0.538,0.9163,2
s000828,motif_strict,expert_reference_upper_bound,76.4823,7.446,8,0.3662,1.358,2
s000829,heritage_strict,expert_reference_upper_bound,88.9314,26.4656,8,0.3907,0.6366,2
s000830,visual_lenient,expert_reference_upper_bound,84.5029,22.0804,8,0.1483,1.0703,2
s000831,balanced,expert_reference_upper_bound,81.9304,17.9833,8,0.2807,1.0897,2
s000832,construction_strict,expert_reference_upper_bound,86.5411,26.0391,8,0.1519,1.1522,1
s000833,motif_strict,expert_reference_upper_bound,83.1035,22.3986,8,0.5458,0.5714,1
s000834,heritage_strict,expert_reference_upper_bound,86.1391,25.3039,8,0.3664,1.6274,2
s000835,visual_lenient,expert_reference_upper_bound,82.6362,21.3379,8,0.3325,0.9734,3
s000836,balanced,expert_reference_upper_bound,86.4498,28.16,8,0.238,1.4666,2
s000837,construction_strict,expert_reference_upper_bound,86.4269,22.7701,8,0.2457,1.1679,1
s000838,motif_strict,expert_reference_upper_bound,81.5512,21.3329,8,0.1655,1.4613,1
s000839,heritage_strict,expert_reference_upper_bound,80.9721,21.6327,8,0.2776,0.777,2
s000840,visual_lenient,expert_reference_upper_bound,85.7734,14.6587,8,0.4405,1.2487,3
s000841,balanced,expert_reference_upper_bound,82.0528,13.65,8,0.5359,1.3472,1
s000842,construction_strict,expert_reference_upper_bound,80.7446,16.4978,8,0.3991,1.0789,3
s000843,motif_strict,expert_reference_upper_bound,79.5523,19.1664,8,0.5122,0.6147,3
s000844,heritage_strict,expert_reference_upper_bound,85.9237,21.089,8,0.1892,1.2593,2
s000845,visual_lenient,expert_reference_upper_bound,82.7506,16.2828,8,0.2849,1.3266,3
s000846,balanced,expert_reference_upper_bound,84.0652,22.5634,8,0.3233,0.6529,3
s000847,construction_strict,expert_reference_upper_bound,85.1793,27.668,8,0.3271,1.6616,1
s000848,motif_strict,expert_reference_upper_bound,83.8497,18.9821,8,0.2044,0.9081,2
s000849,heritage_strict,expert_reference_upper_bound,85.5573,20.2585,8,0.2224,1.6994,2
s000850,visual_lenient,expert_reference_upper_bound,85.7588,22.4443,8,0.1635,1.1608,2
s000851,balanced,expert_reference_upper_bound,88.9165,24.9765,8,0.1645,0.7495,3
s000852,construction_strict,expert_reference_upper_bound,82.9107,24.1985,8,0.2779,1.6153,3
s000853,motif_strict,expert_reference_upper_bound,83.7361,21.0975,8,0.3355,1.5684,3
s000854,heritage_strict,expert_reference_upper_bound,83.6681,19.4129,8,0.1418,1.1444,3
s000855,visual_lenient,expert_reference_upper_bound,80.1666,16.777,8,0.2461,1.0054,1
s000856,balanced,expert_reference_upper_bound,85.0245,22.8756,8,0.1809,1.7206,3
s000857,construction_strict,expert_reference_upper_bound,79.5388,15.7765,8,0.3981,1.5414,2
s000858,motif_strict,expert_reference_upper_bound,82.3951,18.6354,8,0.4471,0.5867,1
s000859,heritage_strict,expert_reference_upper_bound,80.7332,15.7588,8,0.3566,1.6971,1
s000860,visual_lenient,expert_reference_upper_bound,81.6454,17.3374,8,0.2065,0.5608,3
s000861,balanced,expert_reference_upper_bound,81.5201,18.3102,8,0.5164,1.0039,2
s000862,construction_strict,expert_reference_upper_bound,85.3467,17.7248,8,0.3413,1.189,2
s000863,motif_strict,expert_reference_upper_bound,84.8348,16.316,8,0.5282,0.9546,2
s000864,heritage_strict,expert_reference_upper_bound,87.5311,25.6935,8,0.4359,0.7624,1
s000865,visual_lenient,expert_reference_upper_bound,84.9269,21.211,8,0.1453,0.8061,2
s000866,balanced,expert_reference_upper_bound,89.1039,28.1993,8,0.4893,0.7395,3
s000867,construction_strict,expert_reference_upper_bound,86.6311,23.0416,8,0.4635,1.5853,2
s000868,motif_strict,expert_reference_upper_bound,85.8238,24.1222,8,0.176,1.6052,2
s000869,heritage_strict,expert_reference_upper_bound,82.2251,18.6932,8,0.2514,1.5241,3
s000870,visual_lenient,expert_reference_upper_bound,84.6156,21.0115,8,0.5165,1.3668,3
s000871,balanced,expert_reference_upper_bound,83.8916,20.977,8,0.3845,1.5873,2
s000872,construction_strict,expert_reference_upper_bound,79.216,18.5611,8,0.1863,1.4169,2
s000873,motif_strict,expert_reference_upper_bound,82.9601,14.6144,8,0.1489,1.337,1
s000874,heritage_strict,expert_reference_upper_bound,82.6586,23.2717,8,0.3271,0.6338,2
s000875,visual_lenient,expert_reference_upper_bound,84.3153,14.2408,8,0.309,1.474,1
s000876,balanced,expert_reference_upper_bound,82.0179,13.6597,8,0.2795,1.3572,2
s000877,construction_strict,expert_reference_upper_bound,77.8032,14.4678,8,0.5182,1.5807,1
s000878,motif_strict,expert_reference_upper_bound,83.3539,19.2649,8,0.2312,0.9068,3
s000879,heritage_strict,expert_reference_upper_bound,79.6428,17.3462,8,0.4322,1.361,3
s000880,visual_lenient,expert_reference_upper_bound,79.4372,17.3036,8,0.4351,1.0371,3
s000881,balanced,expert_reference_upper_bound,81.5914,17.5662,8,0.3471,0.9661,2
s000882,construction_strict,expert_reference_upper_bound,83.9408,21.1169,8,0.3551,0.698,3
s000883,motif_strict,expert_reference_upper_bound,87.1285,18.8714,8,0.4716,1.7333,3
s000884,heritage_strict,expert_reference_upper_bound,79.563,18.3201,8,0.4685,1.1236,3
s000885,visual_lenient,expert_reference_upper_bound,81.562,18.2472,8,0.4267,0.5949,2
s000886,balanced,expert_reference_upper_bound,84.9386,19.6661,8,0.2898,0.9107,2
s000887,construction_strict,expert_reference_upper_bound,82.499,20.4952,8,0.5317,1.3267,2
s000888,motif_strict,expert_reference_upper_bound,79.3796,19.3872,8,0.156,1.5472,1
s000889,heritage_strict,expert_reference_upper_bound,81.3561,15.2694,8,0.213,1.0918,1
s000890,visual_lenient,expert_reference_upper_bound,83.0322,22.0085,8,0.4086,1.2586,2
s000891,balanced,expert_reference_upper_bound,86.1229,24.4581,8,0.4508,1.1309,2
s000892,construction_strict,expert_reference_upper_bound,82.8138,23.317,8,0.405,0.9999,2
s000893,motif_strict,expert_reference_upper_bound,79.2725,17.094,8,0.4587,1.0926,1
s000894,heritage_strict,expert_reference_upper_bound,85.2299,22.738,8,0.5288,1.1176,1
s000895,visual_lenient,expert_reference_upper_bound,86.4719,23.0276,8,0.3084,1.334,2
s000896,balanced,expert_reference_upper_bound,86.149,20.4951,8,0.4716,1.7473,1
s000897,construction_strict,expert_reference_upper_bound,83.2246,20.7188,8,0.4377,0.8143,1
s000898,motif_strict,expert_reference_upper_bound,83.5202,19.1948,8,0.5291,1.2473,2
s000899,heritage_strict,expert_reference_upper_bound,83.6696,21.3707,8,0.4634,1.0494,1
s000900,visual_lenient,expert_reference_upper_bound,84.4565,23.0302,8,0.137,1.2827,1
s000901,balanced,expert_reference_upper_bound,80.9231,18.6655,8,0.4931,1.091,2
s000902,construction_strict,expert_reference_upper_bound,81.7204,22.126,8,0.2995,0.7314,2
s000903,motif_strict,expert_reference_upper_bound,85.8498,20.3122,8,0.1778,0.9429,3
s000904,heritage_strict,expert_reference_upper_bound,81.6211,15.4724,8,0.3037,0.9789,3
s000905,visual_lenient,expert_reference_upper_bound,82.3087,20.2572,8,0.3142,1.409,1
s000906,balanced,expert_reference_upper_bound,83.244,21.4006,8,0.4391,1.4359,1
s000907,construction_strict,expert_reference_upper_bound,83.0404,22.2257,8,0.2573,0.7232,1
s000908,motif_strict,expert_reference_upper_bound,80.997,16.179,8,0.266,1.1584,2
s000909,heritage_strict,expert_reference_upper_bound,87.1898,24.6315,8,0.1923,1.5538,2
s000910,visual_lenient,expert_reference_upper_bound,82.4552,17.3687,8,0.4058,0.7797,1
s000911,balanced,expert_reference_upper_bound,87.895,24.7265,8,0.3248,0.6782,3
s000912,construction_strict,expert_reference_upper_bound,89.4778,26.4661,8,0.5015,0.8839,2
s000913,motif_strict,expert_reference_upper_bound,79.5754,17.1727,8,0.5088,1.0804,1
s000914,heritage_strict,expert_reference_upper_bound,83.2416,21.2088,8,0.1755,1.51,3
s000915,visual_lenient,expert_reference_upper_bound,84.302,17.5992,8,0.2802,1.3389,1
s000916,balanced,expert_reference_upper_bound,81.6666,20.5971,8,0.2346,0.9241,3
s000917,construction_strict,expert_reference_upper_bound,84.4759,19.5614,8,0.4473,1.5096,1
s000918,motif_strict,expert_reference_upper_bound,84.751,20.6743,8,0.3024,0.6042,2
s000919,heritage_strict,expert_reference_upper_bound,83.2176,21.4747,8,0.3918,1.4498,1
s000920,visual_lenient,expert_reference_upper_bound,85.897,23.1108,8,0.2773,1.1976,2
s000921,balanced,expert_reference_upper_bound,81.2658,22.9805,8,0.5344,0.7731,1
s000922,construction_strict,expert_reference_upper_bound,84.1854,18.3242,8,0.2347,0.8529,1
s000923,motif_strict,expert_reference_upper_bound,82.0904,17.4921,8,0.1008,1.5763,1
s000924,heritage_strict,expert_reference_upper_bound,88.646,27.6417,8,0.211,1.0019,2
s000925,visual_lenient,expert_reference_upper_bound,85.0819,24.264,8,0.4754,0.7081,2
s000926,balanced,expert_reference_upper_bound,80.3442,18.7327,8,0.4326,1.6375,1
s000927,construction_strict,expert_reference_upper_bound,87.2196,25.6162,8,0.307,0.5957,3
s000928,motif_strict,expert_reference_upper_bound,79.7916,19.996,8,0.2182,0.8642,1
s000929,heritage_strict,expert_reference_upper_bound,83.1762,22.9986,8,0.1914,0.5827,1
s000930,visual_lenient,expert_reference_upper_bound,85.1437,21.4692,8,0.5169,0.761,3
s000931,balanced,expert_reference_upper_bound,86.9939,24.0068,8,0.3578,1.4357,3
s000932,construction_strict,expert_reference_upper_bound,81.389,20.1927,8,0.5004,0.636,1
s000933,motif_strict,expert_reference_upper_bound,82.8203,19.6305,8,0.1699,1.4143,1
s000934,heritage_strict,expert_reference_upper_bound,84.2688,19.9472,8,0.3129,1.223,2
s000935,visual_lenient,expert_reference_upper_bound,83.4952,21.7414,8,0.4388,1.0989,1
s000936,balanced,expert_reference_upper_bound,82.4769,18.3077,8,0.3246,0.5796,1
s000937,construction_strict,expert_reference_upper_bound,81.3714,19.1062,8,0.2868,0.7154,1
s000938,motif_strict,expert_reference_upper_bound,82.9052,18.9427,8,0.5267,0.8882,1
s000939,heritage_strict,expert_reference_upper_bound,85.4405,21.4633,8,0.1076,0.6681,1
s000940,visual_lenient,expert_reference_upper_bound,86.8973,14.2888,8,0.3284,1.5124,1
s000941,balanced,expert_reference_upper_bound,83.7331,19.3669,8,0.1701,0.8858,3
s000942,construction_strict,expert_reference_upper_bound,85.509,22.0671,8,0.3778,1.2826,3
s000943,motif_strict,expert_reference_upper_bound,82.9696,18.0425,8,0.1528,1.5466,2
s000944,heritage_strict,expert_reference_upper_bound,88.366,31.5726,8,0.1156,1.3423,1
s000945,visual_lenient,expert_reference_upper_bound,83.4216,21.4268,8,0.1615,1.5038,1
s000946,balanced,expert_reference_upper_bound,87.3896,25.7728,8,0.4883,1.337,1
s000947,construction_strict,expert_reference_upper_bound,83.2079,20.8011,8,0.4969,0.9714,3
s000948,motif_strict,expert_reference_upper_bound,85.2857,20.6464,8,0.3918,0.8768,1
s000949,heritage_strict,expert_reference_upper_bound,82.2434,20.1089,8,0.2366,0.7085,2
s000950,visual_lenient,expert_reference_upper_bound,88.3541,24.0189,8,0.4133,1.0703,1
s000951,balanced,expert_reference_upper_bound,86.6447,23.4659,8,0.1448,1.6073,2
s000952,construction_strict,expert_reference_upper_bound,85.2957,18.3312,8,0.3005,1.5687,2
s000953,motif_strict,expert_reference_upper_bound,78.083,8.9485,8,0.5027,1.6194,1
s000954,heritage_strict,expert_reference_upper_bound,84.6612,18.2015,8,0.1908,0.8271,1
s000955,visual_lenient,expert_reference_upper_bound,87.5788,19.9924,8,0.5112,0.937,2
s000956,balanced,expert_reference_upper_bound,79.9757,23.7632,8,0.3384,1.618,1
s000957,construction_strict,expert_reference_upper_bound,82.6274,15.8282,8,0.4231,1.4875,2
s000958,motif_strict,expert_reference_upper_bound,75.1901,12.9409,8,0.2749,1.2711,2
s000959,heritage_strict,expert_reference_upper_bound,83.866,23.1066,8,0.4281,1.0806,3
s000960,visual_lenient,expert_reference_upper_bound,77.1964,14.3857,8,0.4449,1.5107,3
s000961,balanced,expert_reference_upper_bound,88.9394,29.0248,8,0.2243,0.7502,3
s000962,construction_strict,expert_reference_upper_bound,80.7114,15.7855,8,0.2344,1.4834,2
s000963,motif_strict,expert_reference_upper_bound,82.0143,14.023,8,0.238,1.1417,3
s000964,heritage_strict,expert_reference_upper_bound,84.2998,23.3473,8,0.4463,1.5158,3
s000965,visual_lenient,expert_reference_upper_bound,83.6533,18.5184,8,0.5351,1.0148,3
s000966,balanced,expert_reference_upper_bound,84.6165,23.3231,8,0.1623,1.2413,3
s000967,construction_strict,expert_reference_upper_bound,82.0411,21.4157,8,0.5495,1.3697,3
s000968,motif_strict,expert_reference_upper_bound,85.4936,22.0992,8,0.1737,0.6346,2
s000969,heritage_strict,expert_reference_upper_bound,78.1268,20.1187,8,0.4747,0.8801,1
s000970,visual_lenient,expert_reference_upper_bound,81.238,16.5215,8,0.5013,1.7008,3
s000971,balanced,expert_reference_upper_bound,82.3237,18.6403,8,0.2084,1.2615,2
s000972,construction_strict,expert_reference_upper_bound,81.9446,22.0524,8,0.475,1.1972,3
s000973,motif_strict,expert_reference_upper_bound,77.0489,6.7994,8,0.4549,0.9392,2
s000974,heritage_strict,expert_reference_upper_bound,82.0804,18.9402,8,0.1566,0.8678,2
s000975,visual_lenient,expert_reference_upper_bound,81.0277,17.5511,8,0.1267,0.6907,1
s000976,balanced,expert_reference_upper_bound,82.6791,22.9369,8,0.4768,0.6743,3
s000977,construction_strict,expert_reference_upper_bound,86.7117,25.3033,8,0.4643,1.6469,3
s000978,motif_strict,expert_reference_upper_bound,78.9396,14.8091,8,0.2492,1.5667,2
s000979,heritage_strict,expert_reference_upper_bound,86.5071,26.2413,8,0.1281,0.7245,2
s000980,visual_lenient,expert_reference_upper_bound,82.8033,18.9391,8,0.4783,1.1596,2
s000981,balanced,expert_reference_upper_bound,85.371,20.0441,8,0.5302,0.9055,1
s000982,construction_strict,expert_reference_upper_bound,86.0109,22.9777,8,0.1193,1.509,2
s000983,motif_strict,expert_reference_upper_bound,84.0036,23.5298,8,0.285,0.7569,1
s000984,heritage_strict,expert_reference_upper_bound,82.747,19.1179,8,0.3182,1.6761,2
s000985,visual_lenient,expert_reference_upper_bound,81.4393,15.7276,8,0.4293,0.6879,3
s000986,balanced,expert_reference_upper_bound,85.1845,24.157,8,0.5162,0.9236,2
s000987,construction_strict,expert_reference_upper_bound,80.2485,18.703,8,0.4252,1.2535,1
s000988,motif_strict,expert_reference_upper_bound,82.0076,20.3051,8,0.5228,0.6742,1
s000989,heritage_strict,expert_reference_upper_bound,82.8911,15.6309,8,0.5356,1.3507,2
s000990,visual_lenient,expert_reference_upper_bound,82.3445,18.0385,8,0.4502,0.649,3
s000991,balanced,expert_reference_upper_bound,82.4244,19.7636,8,0.1586,1.1844,1
s000992,construction_strict,expert_reference_upper_bound,79.5082,10.0405,8,0.1454,1.7081,1
s000993,motif_strict,expert_reference_upper_bound,82.0021,17.1043,8,0.208,1.65,1
s000994,heritage_strict,expert_reference_upper_bound,84.0269,17.3752,8,0.4157,1.3873,1
s000995,visual_lenient,expert_reference_upper_bound,82.5616,17.908,8,0.1601,0.9867,3
s000996,balanced,expert_reference_upper_bound,81.712,16.1194,8,0.1451,1.3629,1
s000997,construction_strict,expert_reference_upper_bound,85.776,23.4941,8,0.505,1.4678,1
s000998,motif_strict,expert_reference_upper_bound,79.676,14.0394,8,0.2869,1.4399,1
s000999,heritage_strict,expert_reference_upper_bound,80.0171,18.1405,8,0.4341,0.7033,1
s001000,visual_lenient,expert_reference_upper_bound,80.6616,12.7926,8,0.2086,0.7614,2
s001001,balanced,expert_reference_upper_bound,83.6988,20.0316,8,0.2342,1.4861,2
s001002,construction_strict,expert_reference_upper_bound,84.8632,24.3083,8,0.1533,1.5359,1
s001003,motif_strict,expert_reference_upper_bound,83.9192,18.3084,8,0.1394,1.042,3
s001004,heritage_strict,expert_reference_upper_bound,83.7338,21.7743,8,0.2424,0.8266,3
s001005,visual_lenient,expert_reference_upper_bound,85.1762,24.0922,8,0.4856,1.4896,2
s001006,balanced,expert_reference_upper_bound,82.6558,21.6977,8,0.356,1.4358,2
s001007,construction_strict,expert_reference_upper_bound,87.9,26.8751,8,0.1571,0.8715,2
s001008,motif_strict,expert_reference_upper_bound,86.0389,27.3793,8,0.544,0.9553,2
s001009,heritage_strict,expert_reference_upper_bound,81.6435,19.6749,8,0.1157,0.9067,2
s001010,visual_lenient,expert_reference_upper_bound,82.7044,19.9477,8,0.3706,0.6586,3
s001011,balanced,expert_reference_upper_bound,85.823,19.9688,8,0.4334,0.7996,2
s001012,construction_strict,expert_reference_upper_bound,75.9631,11.918,8,0.3178,1.1185,3
s001013,motif_strict,expert_reference_upper_bound,84.2684,19.9642,8,0.1772,1.2803,3
s001014,heritage_strict,expert_reference_upper_bound,82.0101,19.5607,8,0.1483,1.0561,1
s001015,visual_lenient,expert_reference_upper_bound,85.1802,13.2649,8,0.1753,0.9314,1
s001016,balanced,expert_reference_upper_bound,80.4796,15.8453,8,0.5283,1.1365,1
s001017,construction_strict,expert_reference_upper_bound,85.8339,24.99,8,0.1345,1.4775,2
s001018,motif_strict,expert_reference_upper_bound,83.8544,17.8006,8,0.1059,1.026,2
s001019,heritage_strict,expert_reference_upper_bound,83.8491,22.2553,8,0.1978,1.5114,3
s001020,visual_lenient,expert_reference_upper_bound,85.4313,24.5201,8,0.4387,0.7419,2
s001021,balanced,expert_reference_upper_bound,80.3187,16.7366,8,0.3671,1.0038,3
s001022,construction_strict,expert_reference_upper_bound,81.8686,19.9524,8,0.4136,1.6412,1
s001023,motif_strict,expert_reference_upper_bound,77.6615,14.6946,8,0.3312,1.5794,3
s001024,heritage_strict,expert_reference_upper_bound,80.5809,21.3121,8,0.2675,0.9382,1
s001025,visual_lenient,expert_reference_upper_bound,81.7301,13.6406,8,0.2058,1.1086,3
s001026,balanced,expert_reference_upper_bound,86.2031,23.7265,8,0.1898,0.717,1
s001027,construction_strict,expert_reference_upper_bound,83.3102,20.0789,8,0.4127,1.5066,3
s001028,motif_strict,expert_reference_upper_bound,80.6164,20.6446,8,0.26,0.7224,1
s001029,heritage_strict,expert_reference_upper_bound,82.1013,18.4359,8,0.2195,1.4272,1
s001030,visual_lenient,expert_reference_upper_bound,84.7538,21.0034,8,0.4227,1.2651,3
s001031,balanced,expert_reference_upper_bound,87.1094,27.3216,8,0.3537,0.9508,3
s001032,construction_strict,expert_reference_upper_bound,86.5305,26.4986,8,0.2753,1.036,3
s001033,motif_strict,expert_reference_upper_bound,82.2998,22.8032,8,0.1611,0.6198,3
