scenario_id,regime,winner_method,winner_score,winner_margin,profiles_aggregated,weight_severity,noise_scale,hard_threshold
s001034,heritage_strict,expert_reference_upper_bound,86.9005,24.9362,8,0.4591,1.2621,1
s001035,visual_lenient,expert_reference_upper_bound,84.9402,22.9231,8,0.3796,0.5896,2
s001036,balanced,expert_reference_upper_bound,82.5302,20.2067,8,0.273,0.6788,3
s001037,construction_strict,expert_reference_upper_bound,85.6446,28.1079,8,0.264,0.708,2
s001038,motif_strict,expert_reference_upper_bound,83.7939,23.1213,8,0.4226,0.9912,2
s001039,heritage_strict,expert_reference_upper_bound,87.24,25.5555,8,0.2446,0.5724,2
s001040,visual_lenient,expert_reference_upper_bound,83.0057,19.0456,8,0.1633,0.6589,3
s001041,balanced,expert_reference_upper_bound,85.9525,20.5154,8,0.4082,1.0714,3
s001042,construction_strict,expert_reference_upper_bound,85.091,22.7768,8,0.4137,1.4044,2
s001043,motif_strict,expert_reference_upper_bound,81.8049,20.9275,8,0.4493,1.6779,2
s001044,heritage_strict,expert_reference_upper_bound,83.9153,20.1965,8,0.521,0.7571,2
s001045,visual_lenient,expert_reference_upper_bound,76.9057,14.9204,8,0.2692,1.0222,2
s001046,balanced,expert_reference_upper_bound,85.1024,22.9672,8,0.1264,0.729,3
s001047,construction_strict,expert_reference_upper_bound,84.9903,15.1019,8,0.4382,1.6407,2
s001048,motif_strict,expert_reference_upper_bound,84.4353,24.9946,8,0.3986,1.0838,2
s001049,heritage_strict,expert_reference_upper_bound,80.001,19.0989,8,0.223,0.8737,3
s001050,visual_lenient,expert_reference_upper_bound,84.9998,21.1573,8,0.1059,1.4065,2
s001051,balanced,expert_reference_upper_bound,82.9428,19.4393,8,0.2897,0.6651,1
s001052,construction_strict,expert_reference_upper_bound,84.3565,21.8859,8,0.2228,1.0131,3
s001053,motif_strict,expert_reference_upper_bound,83.078,23.5973,8,0.2297,0.9524,3
s001054,heritage_strict,expert_reference_upper_bound,85.1954,20.1953,8,0.4898,1.5024,1
s001055,visual_lenient,expert_reference_upper_bound,85.5884,22.6685,8,0.3253,0.6175,2
s001056,balanced,expert_reference_upper_bound,83.5959,20.7327,8,0.1991,1.6985,2
s001057,construction_strict,expert_reference_upper_bound,85.53,24.4155,8,0.2927,0.733,2
s001058,motif_strict,expert_reference_upper_bound,81.2735,21.3053,8,0.4879,1.1242,3
s001059,heritage_strict,expert_reference_upper_bound,79.1512,18.9875,8,0.3878,1.0755,3
s001060,visual_lenient,expert_reference_upper_bound,83.0694,20.6,8,0.1268,0.6952,3
s001061,balanced,expert_reference_upper_bound,83.0774,21.4473,8,0.1027,1.2765,3
s001062,construction_strict,expert_reference_upper_bound,89.1723,26.7371,8,0.3118,0.7051,1
s001063,motif_strict,expert_reference_upper_bound,84.2673,17.1061,8,0.1732,1.3295,1
s001064,heritage_strict,expert_reference_upper_bound,90.1623,29.5102,8,0.3839,0.8149,1
s001065,visual_lenient,expert_reference_upper_bound,82.4919,17.6942,8,0.3278,1.3417,3
s001066,balanced,expert_reference_upper_bound,84.3335,21.6733,8,0.3497,1.4094,1
s001067,construction_strict,expert_reference_upper_bound,78.263,16.2108,8,0.3589,0.8579,2
s001068,motif_strict,expert_reference_upper_bound,82.7376,21.3983,8,0.1322,1.4617,1
s001069,heritage_strict,expert_reference_upper_bound,80.2897,21.4337,8,0.2551,1.1187,2
s001070,visual_lenient,expert_reference_upper_bound,81.7441,16.5865,8,0.2413,1.735,3
s001071,balanced,expert_reference_upper_bound,78.1929,13.4751,8,0.1612,1.2966,2
s001072,construction_strict,expert_reference_upper_bound,83.0059,16.8335,8,0.2731,1.4117,3
s001073,motif_strict,expert_reference_upper_bound,84.2295,24.6082,8,0.1434,0.7338,2
s001074,heritage_strict,expert_reference_upper_bound,86.3269,25.0355,8,0.2878,1.2046,2
s001075,visual_lenient,expert_reference_upper_bound,84.9106,22.002,8,0.3081,1.4647,3
s001076,balanced,expert_reference_upper_bound,85.6869,19.357,8,0.2726,1.4445,2
s001077,construction_strict,expert_reference_upper_bound,83.4348,22.9092,8,0.3039,1.4635,1
s001078,motif_strict,expert_reference_upper_bound,85.281,20.6558,8,0.2951,0.6008,2
s001079,heritage_strict,expert_reference_upper_bound,84.0516,19.1932,8,0.4197,1.4992,2
s001080,visual_lenient,expert_reference_upper_bound,83.3588,16.0389,8,0.5157,1.0648,1
s001081,balanced,expert_reference_upper_bound,81.4861,19.5707,8,0.2397,0.7292,2
s001082,construction_strict,expert_reference_upper_bound,76.8644,16.4152,8,0.1991,1.5962,2
s001083,motif_strict,expert_reference_upper_bound,77.4797,8.7838,8,0.5495,1.4731,1
s001084,heritage_strict,expert_reference_upper_bound,82.5864,19.867,8,0.1128,1.3674,3
s001085,visual_lenient,expert_reference_upper_bound,84.3199,21.0435,8,0.3898,1.5238,2
s001086,balanced,expert_reference_upper_bound,80.855,23.5994,8,0.4263,1.6322,1
s001087,construction_strict,expert_reference_upper_bound,81.3618,16.1389,8,0.1908,1.3438,2
s001088,motif_strict,expert_reference_upper_bound,85.4072,19.6106,8,0.2233,0.8989,2
s001089,heritage_strict,expert_reference_upper_bound,80.5162,20.3033,8,0.2077,0.7522,1
s001090,visual_lenient,expert_reference_upper_bound,84.4369,13.4205,8,0.2368,1.6946,3
s001091,balanced,expert_reference_upper_bound,85.0523,18.4305,8,0.4173,0.9957,1
s001092,construction_strict,expert_reference_upper_bound,81.4905,18.7633,8,0.13,1.1854,1
s001093,motif_strict,expert_reference_upper_bound,84.6768,15.8909,8,0.4505,1.5634,3
s001094,heritage_strict,expert_reference_upper_bound,79.9507,14.1675,8,0.5105,1.076,3
s001095,visual_lenient,expert_reference_upper_bound,83.5938,17.4227,8,0.489,1.5876,2
s001096,balanced,expert_reference_upper_bound,87.6535,23.4488,8,0.4653,1.6005,2
s001097,construction_strict,expert_reference_upper_bound,81.5459,20.6869,8,0.1839,1.2086,3
s001098,motif_strict,expert_reference_upper_bound,84.7901,24.0068,8,0.4946,0.5562,1
s001099,heritage_strict,expert_reference_upper_bound,83.1926,23.285,8,0.4242,0.7587,3
s001100,visual_lenient,expert_reference_upper_bound,83.0524,15.2448,8,0.3384,1.5179,1
s001101,balanced,expert_reference_upper_bound,82.9287,18.7322,8,0.3241,1.692,1
s001102,construction_strict,expert_reference_upper_bound,87.3185,26.1912,8,0.4603,0.712,1
s001103,motif_strict,expert_reference_upper_bound,86.3241,21.6606,8,0.3471,0.5719,1
s001104,heritage_strict,expert_reference_upper_bound,90.0325,26.5886,8,0.5366,0.8386,3
s001105,visual_lenient,expert_reference_upper_bound,80.4219,12.7288,8,0.104,1.0833,1
s001106,balanced,expert_reference_upper_bound,78.9818,12.1545,8,0.5063,1.5671,2
s001107,construction_strict,expert_reference_upper_bound,85.0836,22.8689,8,0.2288,0.592,3
s001108,motif_strict,expert_reference_upper_bound,77.8185,16.9248,8,0.5342,1.3185,1
s001109,heritage_strict,expert_reference_upper_bound,82.4316,21.7155,8,0.3582,1.4366,1
s001110,visual_lenient,expert_reference_upper_bound,85.0037,24.7566,8,0.4197,1.6176,2
s001111,balanced,expert_reference_upper_bound,83.409,19.6957,8,0.3929,0.6345,3
s001112,construction_strict,expert_reference_upper_bound,81.7986,20.9559,8,0.4663,1.2922,3
s001113,motif_strict,expert_reference_upper_bound,81.6301,16.1604,8,0.1029,1.6763,3
s001114,heritage_strict,expert_reference_upper_bound,81.973,21.9506,8,0.3136,1.2454,2
s001115,visual_lenient,expert_reference_upper_bound,83.0863,16.6853,8,0.3525,1.2545,1
s001116,balanced,expert_reference_upper_bound,83.199,22.1724,8,0.2464,1.4355,1
s001117,construction_strict,expert_reference_upper_bound,87.6704,28.2892,8,0.2809,0.778,3
s001118,motif_strict,expert_reference_upper_bound,77.4452,18.2657,8,0.146,0.8143,1
s001119,heritage_strict,expert_reference_upper_bound,81.4176,17.4318,8,0.3107,1.674,1
s001120,visual_lenient,expert_reference_upper_bound,81.3009,10.6455,8,0.5034,1.7476,2
s001121,balanced,expert_reference_upper_bound,82.7484,21.0652,8,0.1588,1.0767,3
s001122,construction_strict,expert_reference_upper_bound,80.8214,20.815,8,0.517,1.1882,1
s001123,motif_strict,expert_reference_upper_bound,82.9491,19.562,8,0.2325,0.7935,2
s001124,heritage_strict,expert_reference_upper_bound,84.7123,22.0095,8,0.344,1.0147,3
s001125,visual_lenient,expert_reference_upper_bound,81.8222,20.5031,8,0.2266,1.0013,1
s001126,balanced,expert_reference_upper_bound,82.7444,17.9512,8,0.2611,1.7382,2
s001127,construction_strict,expert_reference_upper_bound,84.994,22.2955,8,0.1974,1.4075,3
s001128,motif_strict,expert_reference_upper_bound,80.5028,14.6273,8,0.4679,0.9215,1
s001129,heritage_strict,expert_reference_upper_bound,86.0404,22.0717,8,0.1945,0.8975,3
s001130,visual_lenient,expert_reference_upper_bound,83.1098,17.2889,8,0.2432,1.0763,2
s001131,balanced,expert_reference_upper_bound,83.4839,17.8782,8,0.4287,1.2899,3
s001132,construction_strict,expert_reference_upper_bound,86.5681,28.4059,8,0.3604,1.1203,1
s001133,motif_strict,expert_reference_upper_bound,85.624,20.0256,8,0.2185,0.6074,2
s001134,heritage_strict,expert_reference_upper_bound,81.9839,20.7257,8,0.4402,0.7328,3
s001135,visual_lenient,expert_reference_upper_bound,85.5274,21.5578,8,0.3533,1.4445,1
s001136,balanced,expert_reference_upper_bound,84.3325,22.9185,8,0.2504,1.2148,1
s001137,construction_strict,expert_reference_upper_bound,80.8312,21.1948,8,0.1201,1.4221,2
s001138,motif_strict,expert_reference_upper_bound,79.3126,17.0392,8,0.5044,1.5891,3
s001139,heritage_strict,expert_reference_upper_bound,83.804,27.2523,8,0.2061,1.576,1
s001140,visual_lenient,expert_reference_upper_bound,82.2755,19.0315,8,0.4916,0.8278,2
s001141,balanced,expert_reference_upper_bound,86.3185,23.056,8,0.4169,1.0474,1
s001142,construction_strict,expert_reference_upper_bound,84.7394,26.2391,8,0.4104,0.5532,3
s001143,motif_strict,expert_reference_upper_bound,80.6988,17.0721,8,0.542,1.5462,1
s001144,heritage_strict,expert_reference_upper_bound,81.7602,20.8507,8,0.4178,1.5309,3
s001145,visual_lenient,expert_reference_upper_bound,84.3621,24.9378,8,0.4892,0.7403,3
s001146,balanced,expert_reference_upper_bound,84.4891,21.3153,8,0.2838,1.1209,3
s001147,construction_strict,expert_reference_upper_bound,86.6878,23.6885,8,0.2463,1.0322,1
s001148,motif_strict,expert_reference_upper_bound,81.8595,21.6838,8,0.4188,1.5522,2
s001149,heritage_strict,expert_reference_upper_bound,82.067,21.6097,8,0.3486,0.9431,1
s001150,visual_lenient,expert_reference_upper_bound,85.1124,22.4413,8,0.4242,1.361,2
s001151,balanced,expert_reference_upper_bound,86.2223,26.1396,8,0.3736,1.7043,2
s001152,construction_strict,expert_reference_upper_bound,84.7745,19.6511,8,0.381,1.7189,1
s001153,motif_strict,expert_reference_upper_bound,84.0648,19.044,8,0.351,0.6933,3
s001154,heritage_strict,expert_reference_upper_bound,84.3247,17.2198,8,0.5269,0.7177,3
s001155,visual_lenient,expert_reference_upper_bound,83.9493,20.6564,8,0.2296,1.1311,1
s001156,balanced,expert_reference_upper_bound,84.6077,22.0715,8,0.5117,0.8794,2
s001157,construction_strict,expert_reference_upper_bound,83.1764,25.0151,8,0.1838,1.5922,1
s001158,motif_strict,expert_reference_upper_bound,81.8658,18.9523,8,0.2479,1.039,3
s001159,heritage_strict,expert_reference_upper_bound,87.915,25.6291,8,0.1533,0.5703,3
s001160,visual_lenient,expert_reference_upper_bound,79.2425,16.7508,8,0.3942,1.5763,3
s001161,balanced,expert_reference_upper_bound,83.6557,20.0393,8,0.3411,1.1465,2
s001162,construction_strict,expert_reference_upper_bound,80.9098,16.1271,8,0.5158,1.6317,2
s001163,motif_strict,expert_reference_upper_bound,85.4082,22.1867,8,0.3916,1.0911,1
s001164,heritage_strict,expert_reference_upper_bound,85.9932,22.9134,8,0.4801,1.0099,3
s001165,visual_lenient,expert_reference_upper_bound,85.9065,18.5966,8,0.4039,1.2815,2
s001166,balanced,expert_reference_upper_bound,81.5398,22.3541,8,0.2647,1.488,1
s001167,construction_strict,expert_reference_upper_bound,79.8587,17.3925,8,0.5253,1.5728,2
s001168,motif_strict,expert_reference_upper_bound,84.4523,24.2775,8,0.2667,0.7882,1
s001169,heritage_strict,expert_reference_upper_bound,88.9944,27.368,8,0.4621,0.8691,1
s001170,visual_lenient,expert_reference_upper_bound,85.2698,20.8054,8,0.4896,1.1628,1
s001171,balanced,expert_reference_upper_bound,89.2394,28.4851,8,0.2986,0.5901,3
s001172,construction_strict,expert_reference_upper_bound,80.6841,18.6289,8,0.1578,0.9561,3
s001173,motif_strict,expert_reference_upper_bound,88.1538,26.6894,8,0.5366,0.999,1
s001174,heritage_strict,expert_reference_upper_bound,83.3349,18.0378,8,0.3013,1.6456,2
s001175,visual_lenient,expert_reference_upper_bound,83.7535,23.4695,8,0.4994,1.4798,2
s001176,balanced,expert_reference_upper_bound,83.3245,18.629,8,0.1661,1.7338,1
s001177,construction_strict,expert_reference_upper_bound,84.2531,23.4602,8,0.3289,1.7281,1
s001178,motif_strict,expert_reference_upper_bound,80.5822,22.2961,8,0.1309,1.3162,1
s001179,heritage_strict,expert_reference_upper_bound,84.6303,24.1447,8,0.1572,1.1929,3
s001180,visual_lenient,expert_reference_upper_bound,82.9324,20.8472,8,0.2188,1.1268,3
s001181,balanced,expert_reference_upper_bound,78.6429,15.6075,8,0.1674,1.277,3
s001182,construction_strict,expert_reference_upper_bound,85.8583,24.3671,8,0.4996,1.6694,3
s001183,motif_strict,expert_reference_upper_bound,89.3129,25.5448,8,0.1813,0.7823,3
s001184,heritage_strict,expert_reference_upper_bound,83.2799,19.7325,8,0.3148,0.812,3
s001185,visual_lenient,expert_reference_upper_bound,83.8214,20.2325,8,0.3433,1.174,3
s001186,balanced,expert_reference_upper_bound,80.86,18.4642,8,0.5106,0.9067,1
s001187,construction_strict,expert_reference_upper_bound,82.0619,16.8495,8,0.1716,1.4468,1
s001188,motif_strict,expert_reference_upper_bound,84.2901,21.9671,8,0.2616,1.2067,1
s001189,heritage_strict,expert_reference_upper_bound,80.5774,15.9755,8,0.103,1.5025,2
s001190,visual_lenient,expert_reference_upper_bound,82.8214,18.0518,8,0.2822,1.1322,2
s001191,balanced,expert_reference_upper_bound,85.5367,20.7634,8,0.1882,1.5783,2
s001192,construction_strict,expert_reference_upper_bound,86.3143,26.1701,8,0.4857,0.5849,3
s001193,motif_strict,expert_reference_upper_bound,82.9431,24.0189,8,0.446,1.683,2
s001194,heritage_strict,expert_reference_upper_bound,83.44,24.1426,8,0.2417,0.5753,3
s001195,visual_lenient,expert_reference_upper_bound,84.5901,17.8295,8,0.4535,1.1439,3
s001196,balanced,expert_reference_upper_bound,81.6116,15.2442,8,0.301,1.7393,1
s001197,construction_strict,expert_reference_upper_bound,89.7845,27.7934,8,0.5239,1.2561,3
s001198,motif_strict,expert_reference_upper_bound,82.6578,24.9644,8,0.2001,1.0963,1
s001199,heritage_strict,expert_reference_upper_bound,84.1524,25.5584,8,0.4176,0.9325,1
s001200,visual_lenient,expert_reference_upper_bound,85.0894,24.2192,8,0.4116,1.6069,1
s001201,balanced,expert_reference_upper_bound,83.7409,20.4715,8,0.3645,0.8419,1
s001202,construction_strict,expert_reference_upper_bound,83.4506,19.3657,8,0.4787,0.91,1
s001203,motif_strict,expert_reference_upper_bound,83.1349,21.6734,8,0.179,1.7036,1
s001204,heritage_strict,expert_reference_upper_bound,82.0932,13.6387,8,0.2621,1.2836,3
s001205,visual_lenient,expert_reference_upper_bound,84.9112,21.1842,8,0.2461,1.5231,2
s001206,balanced,expert_reference_upper_bound,86.5911,19.5025,8,0.3675,1.0733,3
s001207,construction_strict,expert_reference_upper_bound,79.5564,21.216,8,0.2881,1.358,3
s001208,motif_strict,expert_reference_upper_bound,83.3878,23.1669,8,0.3454,0.7001,1
s001209,heritage_strict,expert_reference_upper_bound,88.5505,28.8349,8,0.3019,0.5935,3
s001210,visual_lenient,expert_reference_upper_bound,85.8482,25.4771,8,0.356,1.7012,1
s001211,balanced,expert_reference_upper_bound,80.542,15.5146,8,0.4673,1.5643,3
s001212,construction_strict,expert_reference_upper_bound,79.644,17.2191,8,0.4018,1.1704,2
s001213,motif_strict,expert_reference_upper_bound,82.4077,22.6374,8,0.4464,1.1566,3
s001214,heritage_strict,expert_reference_upper_bound,83.4979,18.5814,8,0.1801,1.0724,3
s001215,visual_lenient,expert_reference_upper_bound,84.3791,20.7496,8,0.4178,0.8346,1
s001216,balanced,expert_reference_upper_bound,83.0023,16.8299,8,0.292,1.1532,3
s001217,construction_strict,expert_reference_upper_bound,81.672,21.9788,8,0.2135,1.5216,3
s001218,motif_strict,expert_reference_upper_bound,78.9283,14.7454,8,0.548,1.4188,1
s001219,heritage_strict,expert_reference_upper_bound,83.3598,23.8878,8,0.2087,1.4906,1
s001220,visual_lenient,expert_reference_upper_bound,84.319,20.1247,8,0.3106,0.7776,1
s001221,balanced,expert_reference_upper_bound,86.8673,22.9297,8,0.2084,0.7354,2
s001222,construction_strict,expert_reference_upper_bound,86.7289,22.3688,8,0.479,0.9322,2
s001223,motif_strict,expert_reference_upper_bound,82.3999,21.3887,8,0.2834,1.6066,1
s001224,heritage_strict,expert_reference_upper_bound,85.44,23.147,8,0.3593,1.1889,2
s001225,visual_lenient,expert_reference_upper_bound,82.995,16.5114,8,0.511,0.5727,2
s001226,balanced,expert_reference_upper_bound,81.788,16.9535,8,0.3691,1.0543,3
s001227,construction_strict,expert_reference_upper_bound,86.8465,24.7367,8,0.2923,0.7855,3
s001228,motif_strict,expert_reference_upper_bound,80.8941,17.308,8,0.2173,0.6658,2
s001229,heritage_strict,expert_reference_upper_bound,84.8211,23.738,8,0.1902,0.7936,3
s001230,visual_lenient,expert_reference_upper_bound,82.2394,18.5107,8,0.1422,0.7552,1
s001231,balanced,expert_reference_upper_bound,84.195,22.8273,8,0.2534,1.213,1
s001232,construction_strict,expert_reference_upper_bound,88.7594,28.7797,8,0.1091,1.7404,2
s001233,motif_strict,expert_reference_upper_bound,81.4752,20.8459,8,0.1176,1.0938,3
s001234,heritage_strict,expert_reference_upper_bound,85.6788,22.7433,8,0.2219,0.7416,2
s001235,visual_lenient,expert_reference_upper_bound,82.7239,19.7075,8,0.2332,1.38,1
s001236,balanced,expert_reference_upper_bound,80.299,16.8031,8,0.3883,1.3693,1
s001237,construction_strict,expert_reference_upper_bound,87.9874,22.8399,8,0.4451,0.857,3
s001238,motif_strict,expert_reference_upper_bound,83.1645,20.8585,8,0.1922,0.9981,1
s001239,heritage_strict,expert_reference_upper_bound,84.321,18.1816,8,0.2769,0.93,3
s001240,visual_lenient,expert_reference_upper_bound,81.377,23.1821,8,0.4412,1.55,2
s001241,balanced,expert_reference_upper_bound,84.5214,21.5959,8,0.3472,0.9808,2
s001242,construction_strict,expert_reference_upper_bound,86.1742,24.6394,8,0.2051,0.7083,2
s001243,motif_strict,expert_reference_upper_bound,90.6796,23.9301,8,0.3379,1.4848,2
s001244,heritage_strict,expert_reference_upper_bound,82.282,23.5382,8,0.1477,1.5616,3
s001245,visual_lenient,expert_reference_upper_bound,83.5974,17.2626,8,0.5397,1.0893,2
s001246,balanced,expert_reference_upper_bound,83.9265,21.7119,8,0.5363,0.8602,2
s001247,construction_strict,expert_reference_upper_bound,84.1984,25.724,8,0.5382,1.1959,2
s001248,motif_strict,expert_reference_upper_bound,80.8619,19.6808,8,0.2555,1.4445,2
s001249,heritage_strict,expert_reference_upper_bound,86.0351,24.6327,8,0.3326,1.006,2
s001250,visual_lenient,expert_reference_upper_bound,81.3179,14.0301,8,0.5374,1.2571,2
s001251,balanced,expert_reference_upper_bound,84.7035,25.5647,8,0.107,1.567,1
s001252,construction_strict,expert_reference_upper_bound,82.814,16.9584,8,0.4642,1.2826,2
s001253,motif_strict,expert_reference_upper_bound,83.8572,26.5307,8,0.1501,0.846,3
s001254,heritage_strict,expert_reference_upper_bound,85.7528,24.2541,8,0.3092,0.5912,1
s001255,visual_lenient,expert_reference_upper_bound,84.5715,19.3769,8,0.496,1.3204,2
s001256,balanced,expert_reference_upper_bound,82.8823,15.5704,8,0.2855,1.3706,2
s001257,construction_strict,expert_reference_upper_bound,84.5173,25.733,8,0.245,1.4967,3
